"","ParentGlobalID","CollectionDate","Region","Region_detail","SiteCode","Class","Wet","AlgalCover_Live_NoUpstream","AlgalCover_LiveOrDead_NoUpstream","Amphibian_presence","AmphSnake_PA","BankWidthMean","BMI_presence","ChannelDimensions_score_NM","DifferencesInVegetation_score","DRNAREA_mi2","Elev_m","ephemeral_ISA_abundance","ephemeral_ISA_taxa","ephemeral_ISAsubregion_abundance","ephemeral_ISAsubregion_taxa","Ephemeroptera_abundance","Ephemeroptera_taxa","ephinteph_ISA_abundance","ephinteph_ISA_taxa","ephinteph_ISAsubregion_abundance","ephinteph_ISAsubregion_taxa","EPT_abundance","EPT_taxa","Fish_PA","GOLD_abundance","HydricSoils_score","hydrophytes_present","ironox_bfscore_NM","Liverwort_cover","MeanSnowPersistence_01","MeanSnowPersistence_05","MeanSnowPersistence_10","Moss_cover","Noninsect_abundance","OCH_abundance","OCH_taxa","PctShading","perennial_ISA_abundance","perennial_ISA_taxa","perennial_ISAsubregion_abundance","perennial_ISAsubregion_taxa","perennial_NC_abundance","perennial_NC_live_abundance","perennial_NC_taxa","perintper_ISAsubregion_abundance","perintper_ISAsubregion_taxa","Plecoptera_abundance","Plecoptera_taxa","ppt","ppt.11121","ppt.234","ppt.567","ppt.8910","ppt.m01","ppt.m02","ppt.m03","ppt.m04","ppt.m05","ppt.m06","ppt.m07","ppt.m08","ppt.m09","ppt.m10","ppt.m11","ppt.m12","Richness","RifflePoolSeq_score","SedimentOnPlantsDebris_score","Sinuosity_score","Slope","snake_score","Strata","SubstrateSorting_score","temp.11121","temp.234","temp.567","temp.8910","temp.m01","temp.m02","temp.m03","temp.m04","temp.m05","temp.m06","temp.m07","temp.m08","temp.m09","temp.m10","temp.m11","temp.m12","tmax","tmean","tmin","TotalAbundance","Trichoptera_abundance","Trichoptera_taxa","UplandRootedPlants_score","WoodyJams_number","month","TotalVisits","revist","State","Dataset","Notes"
"1","fbf30fa0-f639-4072-b2e7-bf61fe3f35fd",2020-03-17,"GP","GP_C","COCV3185","E",FALSE,0,0,0,0,2.53333333333333,0,0,0,0.081,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.70718288,15.11953068,17.76561737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.3699951,12.14000003,32.03666687,58.64000066,36.97333399,9.420000076,12.98999977,31.78000069,51.34000015,67.62000275,57.88999939,50.40999985,46.25,38.40000153,26.27000046,17.18000031,9.819999695,0,0,1,1,2,0,"GP_C",0,-1.336666703,1.766666611,15.38666693,13.5,-2.519999981,-1.860000014,1.710000038,5.449999809,10.68000031,15.71000004,19.77000046,18.82999992,14,7.670000076,1.389999986,-2.880000114,14.73999977,7.329999924,-0.079999998,0,0,0,1,0,"Mar",1,FALSE,"CO","Training","Original"
"2","fbf30fa0-f639-4072-b2e7-bf61fe3f35fd",2020-03-17,"GP","GP_C","COCV3185","E",FALSE,0,0,0,0,2.53333333333333,0,0,0,0.081,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.70718288,15.11953068,17.76561737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.3699951,12.14000003,32.03666687,58.64000066,36.97333399,9.420000076,12.98999977,31.78000069,51.34000015,67.62000275,57.88999939,50.40999985,46.25,38.40000153,26.27000046,17.18000031,9.819999695,0,0,1,1,2,0,"GP_C",0,-1.336666703,1.766666611,15.38666693,13.5,-2.519999981,-1.860000014,1.710000038,5.449999809,10.68000031,15.71000004,19.77000046,18.82999992,14,7.670000076,1.389999986,-2.880000114,14.73999977,7.329999924,-0.079999998,0,0,0,1,0,"Mar",1,FALSE,"CO","Training","Augmented"
"3","fbf30fa0-f639-4072-b2e7-bf61fe3f35fd",2020-03-17,"GP","GP_C","COCV3185","E",FALSE,0,0,0,0,2.53333333333333,0,0,0,0.081,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.70718288,15.11953068,17.76561737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.3699951,12.14000003,32.03666687,58.64000066,36.97333399,9.420000076,12.98999977,31.78000069,51.34000015,67.62000275,57.88999939,50.40999985,46.25,38.40000153,26.27000046,17.18000031,9.819999695,0,0,1,1,2,0,"GP_C",0,-1.336666703,1.766666611,15.38666693,13.5,-2.519999981,-1.860000014,1.710000038,5.449999809,10.68000031,15.71000004,19.77000046,18.82999992,14,7.670000076,1.389999986,-2.880000114,14.73999977,7.329999924,-0.079999998,0,0,0,1,0,"Mar",1,FALSE,"CO","Training","Augmented"
"4","fbf30fa0-f639-4072-b2e7-bf61fe3f35fd",2020-03-17,"GP","GP_C","COCV3185","E",FALSE,0,0,0,0,2.53333333333333,0,0,0,0.081,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.70718288,15.11953068,17.76561737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.3699951,12.14000003,32.03666687,58.64000066,36.97333399,9.420000076,12.98999977,31.78000069,51.34000015,67.62000275,57.88999939,50.40999985,46.25,38.40000153,26.27000046,17.18000031,9.819999695,0,0,1,1,2,0,"GP_C",0,-1.336666703,1.766666611,15.38666693,13.5,-2.519999981,-1.860000014,1.710000038,5.449999809,10.68000031,15.71000004,19.77000046,18.82999992,14,7.670000076,1.389999986,-2.880000114,14.73999977,7.329999924,-0.079999998,0,0,0,1,0,"Mar",1,FALSE,"CO","Training","Augmented"
"5","fbf30fa0-f639-4072-b2e7-bf61fe3f35fd",2020-03-17,"GP","GP_C","COCV3185","E",FALSE,0,0,0,0,2.53333333333333,0,0,0,0.081,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.70718288,15.11953068,17.76561737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.3699951,12.14000003,32.03666687,58.64000066,36.97333399,9.420000076,12.98999977,31.78000069,51.34000015,67.62000275,57.88999939,50.40999985,46.25,38.40000153,26.27000046,17.18000031,9.819999695,0,0,1,1,2,0,"GP_C",0,-1.336666703,1.766666611,15.38666693,13.5,-2.519999981,-1.860000014,1.710000038,5.449999809,10.68000031,15.71000004,19.77000046,18.82999992,14,7.670000076,1.389999986,-2.880000114,14.73999977,7.329999924,-0.079999998,0,0,0,1,0,"Mar",1,FALSE,"CO","Training","Augmented"
"6","fbf30fa0-f639-4072-b2e7-bf61fe3f35fd",2020-03-17,"GP","GP_C","COCV3185","E",FALSE,0,0,0,0,2.53333333333333,0,0,0,0.081,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.70718288,15.11953068,17.76561737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.3699951,12.14000003,32.03666687,58.64000066,36.97333399,9.420000076,12.98999977,31.78000069,51.34000015,67.62000275,57.88999939,50.40999985,46.25,38.40000153,26.27000046,17.18000031,9.819999695,0,0,1,1,2,0,"GP_C",0,-1.336666703,1.766666611,15.38666693,13.5,-2.519999981,-1.860000014,1.710000038,5.449999809,10.68000031,15.71000004,19.77000046,18.82999992,14,7.670000076,1.389999986,-2.880000114,14.73999977,7.329999924,-0.079999998,0,0,0,1,0,"Mar",1,FALSE,"CO","Training","Augmented"
"7","a4ae8a33-c23f-4d91-a09b-75072d927be9",2020-05-15,"GP","GP_C","COCV553","E",FALSE,0,0,0,0,27.3333333333333,0,1.5,0,1,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9.909713745,11.46399307,12.54462719,0,0,0,0,0.490196078431373,0,0,0,0,0,0,0,0,0,0,0,365.9500122,14.42333317,24.10333347,47.76333237,35.69333394,13.25,9.460000038,27.05999947,35.79000092,39.54999924,40.63999939,63.09999847,60.04000092,26.60000038,20.44000053,15.78999996,14.22999954,0,0,0,0,1,0,"GP_C",0,1.220000024,5.336666743,19.29333305,16.74666691,-0.209999993,1.210000038,5.260000229,9.539999962,14.75,19.95999908,23.17000008,21.79000092,17.42000008,11.02999973,4.420000076,-0.550000012,19.04000092,10.64999962,2.25999999,0,0,0,0,0,"May",1,FALSE,"CO","Training","Original"
"8","a4ae8a33-c23f-4d91-a09b-75072d927be9",2020-05-15,"GP","GP_C","COCV553","E",FALSE,0,0,0,0,27.3333333333333,0,1.5,0,1,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9.909713745,11.46399307,12.54462719,0,0,0,0,0.490196078431373,0,0,0,0,0,0,0,0,0,0,0,365.9500122,14.42333317,24.10333347,47.76333237,35.69333394,13.25,9.460000038,27.05999947,35.79000092,39.54999924,40.63999939,63.09999847,60.04000092,26.60000038,20.44000053,15.78999996,14.22999954,0,0,0,0,1,0,"GP_C",0,1.220000024,5.336666743,19.29333305,16.74666691,-0.209999993,1.210000038,5.260000229,9.539999962,14.75,19.95999908,23.17000008,21.79000092,17.42000008,11.02999973,4.420000076,-0.550000012,19.04000092,10.64999962,2.25999999,0,0,0,0,0,"May",1,FALSE,"CO","Training","Augmented"
"9","a4ae8a33-c23f-4d91-a09b-75072d927be9",2020-05-15,"GP","GP_C","COCV553","E",FALSE,0,0,0,0,27.3333333333333,0,1.5,0,1,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9.909713745,11.46399307,12.54462719,0,0,0,0,0.490196078431373,0,0,0,0,0,0,0,0,0,0,0,365.9500122,14.42333317,24.10333347,47.76333237,35.69333394,13.25,9.460000038,27.05999947,35.79000092,39.54999924,40.63999939,63.09999847,60.04000092,26.60000038,20.44000053,15.78999996,14.22999954,0,0,0,0,1,0,"GP_C",0,1.220000024,5.336666743,19.29333305,16.74666691,-0.209999993,1.210000038,5.260000229,9.539999962,14.75,19.95999908,23.17000008,21.79000092,17.42000008,11.02999973,4.420000076,-0.550000012,19.04000092,10.64999962,2.25999999,0,0,0,0,0,"May",1,FALSE,"CO","Training","Augmented"
"10","a4ae8a33-c23f-4d91-a09b-75072d927be9",2020-05-15,"GP","GP_C","COCV553","E",FALSE,0,0,0,0,27.3333333333333,0,1.5,0,1,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9.909713745,11.46399307,12.54462719,0,0,0,0,0.490196078431373,0,0,0,0,0,0,0,0,0,0,0,365.9500122,14.42333317,24.10333347,47.76333237,35.69333394,13.25,9.460000038,27.05999947,35.79000092,39.54999924,40.63999939,63.09999847,60.04000092,26.60000038,20.44000053,15.78999996,14.22999954,0,0,0,0,1,0,"GP_C",0,1.220000024,5.336666743,19.29333305,16.74666691,-0.209999993,1.210000038,5.260000229,9.539999962,14.75,19.95999908,23.17000008,21.79000092,17.42000008,11.02999973,4.420000076,-0.550000012,19.04000092,10.64999962,2.25999999,0,0,0,0,0,"May",1,FALSE,"CO","Training","Augmented"
"11","a4ae8a33-c23f-4d91-a09b-75072d927be9",2020-05-15,"GP","GP_C","COCV553","E",FALSE,0,0,0,0,27.3333333333333,0,1.5,0,1,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9.909713745,11.46399307,12.54462719,0,0,0,0,0.490196078431373,0,0,0,0,0,0,0,0,0,0,0,365.9500122,14.42333317,24.10333347,47.76333237,35.69333394,13.25,9.460000038,27.05999947,35.79000092,39.54999924,40.63999939,63.09999847,60.04000092,26.60000038,20.44000053,15.78999996,14.22999954,0,0,0,0,1,0,"GP_C",0,1.220000024,5.336666743,19.29333305,16.74666691,-0.209999993,1.210000038,5.260000229,9.539999962,14.75,19.95999908,23.17000008,21.79000092,17.42000008,11.02999973,4.420000076,-0.550000012,19.04000092,10.64999962,2.25999999,0,0,0,0,0,"May",1,FALSE,"CO","Training","Augmented"
"12","a4ae8a33-c23f-4d91-a09b-75072d927be9",2020-05-15,"GP","GP_C","COCV553","E",FALSE,0,0,0,0,27.3333333333333,0,1.5,0,1,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9.909713745,11.46399307,12.54462719,0,0,0,0,0.490196078431373,0,0,0,0,0,0,0,0,0,0,0,365.9500122,14.42333317,24.10333347,47.76333237,35.69333394,13.25,9.460000038,27.05999947,35.79000092,39.54999924,40.63999939,63.09999847,60.04000092,26.60000038,20.44000053,15.78999996,14.22999954,0,0,0,0,1,0,"GP_C",0,1.220000024,5.336666743,19.29333305,16.74666691,-0.209999993,1.210000038,5.260000229,9.539999962,14.75,19.95999908,23.17000008,21.79000092,17.42000008,11.02999973,4.420000076,-0.550000012,19.04000092,10.64999962,2.25999999,0,0,0,0,0,"May",1,FALSE,"CO","Training","Augmented"
